chat_id,agent,message
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Not Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Not Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Not Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Not Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Not Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Passable
3,agent_2,Good
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Good
3,agent_2,Good
3,agent_1,Passable
3,agent_2,Passable
3,agent_1,Excellent
3,agent_2,Excellent
3,agent_1,Excellent
3,agent_2,Excellent
